Date;IT Department;Cost Element;Country;Actual
01/02/2020;Planning;Travel;United Kingdom;2.016
01/02/2020;Planning;Travel;USA;570
01/02/2020;Planning;Vehicles;United Kingdom;1
01/02/2020;Portals;Amortization;USA;5.933
01/02/2020;Portals;Depreciation;USA;1.079
01/02/2020;Portals;Employee Performance;USA;74
01/02/2020;Portals;External Labor;USA;13.966
01/02/2020;Portals;Hardware;USA;1.283
01/02/2020;Portals;Internal Labor;USA;69.364
01/02/2020;Portals;Other;USA;2.642
01/02/2020;Portals;Outbound Allocations;USA;21.600
01/02/2020;Portals;Software;USA;9.900
01/02/2020;Portals;Telecomm;USA;363
01/02/2020;Portals;Training;USA;168
01/02/2020;Portfolio Management;Employee Performance;USA;154
01/02/2020;Portfolio Management;External Labor;USA;5
01/02/2020;Portfolio Management;Hardware;USA;449
01/02/2020;Portfolio Management;Internal Labor;USA;70.219
01/02/2020;Portfolio Management;Other;USA;15.190
01/02/2020;Portfolio Management;Supplies;USA;83
01/02/2020;Portfolio Management;Telecomm;USA;1.977
01/02/2020;Process Management;Depreciation;USA;287
01/02/2020;Process Management;Employee Performance;USA;8
01/02/2020;Process Management;External Labor;USA;53.883
01/02/2020;Process Management;Hardware;USA;1.287
01/02/2020;Process Management;Internal Labor;USA;102.206
01/02/2020;Process Management;Other;USA;626
01/02/2020;Process Management;Outbound Allocations;USA;24.685
01/02/2020;Process Management;Software;USA;7.871
01/02/2020;Process Management;Software Maintenance;USA;15.564
01/02/2020;Process Management;Supplies;USA;137
01/02/2020;Process Management;Taxes;USA;86
01/02/2020;Process Management;Telecomm;USA;1.441
01/02/2020;Process Management;Training;USA;905
01/02/2020;Process Management;Travel;USA;462
01/02/2020;Productivity;Amortization;France;60
01/02/2020;Productivity;Amortization;Italy;1.652
01/02/2020;Productivity;CAPEX;United Kingdom;4
01/02/2020;Productivity;CAPEX;USA;15
01/02/2020;Productivity;Depreciation;Austria;343
01/02/2020;Productivity;Depreciation;Belgium;253
01/02/2020;Productivity;Depreciation;Canada;1
01/02/2020;Productivity;Depreciation;France;2.693
01/02/2020;Productivity;Depreciation;Germany;3.458
01/02/2020;Productivity;Depreciation;Ireland;4.127
01/02/2020;Productivity;Depreciation;Italy;15.924
01/02/2020;Productivity;Depreciation;Netherlands;286
01/02/2020;Productivity;Depreciation;Spain;2.056
01/02/2020;Productivity;Depreciation;Switzerland;436
01/02/2020;Productivity;Depreciation;United Kingdom;138
01/02/2020;Productivity;Depreciation;USA;194
01/02/2020;Productivity;Employee Performance;USA;126
01/02/2020;Productivity;External Labor;Austria;8
01/02/2020;Productivity;External Labor;Belgium;145
01/02/2020;Productivity;External Labor;Canada;4.462
01/02/2020;Productivity;External Labor;France;81.731
01/02/2020;Productivity;External Labor;Ireland;9.722
01/02/2020;Productivity;External Labor;Italy;13.398
01/02/2020;Productivity;External Labor;Spain;6.550
01/02/2020;Productivity;External Labor;Switzerland;2.299
01/02/2020;Productivity;External Labor;United Kingdom;36.634
01/02/2020;Productivity;External Labor;USA;513.777
01/02/2020;Productivity;Hardware;Austria;14.681
01/02/2020;Productivity;Hardware;Belgium;977
01/02/2020;Productivity;Hardware;Canada;484
01/02/2020;Productivity;Hardware;France;24.759
01/02/2020;Productivity;Hardware;Germany;60.312
01/02/2020;Productivity;Hardware;Ireland;5.900
01/02/2020;Productivity;Hardware;Netherlands;-2.158
01/02/2020;Productivity;Hardware;Spain;34.151
01/02/2020;Productivity;Hardware;Switzerland;2.910
01/02/2020;Productivity;Hardware;United Kingdom;17.907
01/02/2020;Productivity;Hardware;USA;299.241
01/02/2020;Productivity;Hardware Maintenance;Belgium;103
01/02/2020;Productivity;Hardware Maintenance;France;6.369
01/02/2020;Productivity;Hardware Maintenance;Germany;6.983
01/02/2020;Productivity;Hardware Maintenance;Ireland;4.273
01/02/2020;Productivity;Hardware Maintenance;Italy;13.352
01/02/2020;Productivity;Hardware Maintenance;Spain;-2.299
01/02/2020;Productivity;Hardware Maintenance;Switzerland;1.538
01/02/2020;Productivity;Hardware Maintenance;United Kingdom;66
01/02/2020;Productivity;Hardware Maintenance;USA;83
01/02/2020;Productivity;Inbound Allocations;Germany;-1.506
01/02/2020;Productivity;Inbound Allocations;Spain;1.384
01/02/2020;Productivity;Inbound Allocations;United Kingdom;44
01/02/2020;Productivity;Internal Labor;Austria;4.274
01/02/2020;Productivity;Internal Labor;Belgium;4.698
01/02/2020;Productivity;Internal Labor;France;13.333
01/02/2020;Productivity;Internal Labor;Germany;-2.214
01/02/2020;Productivity;Internal Labor;Italy;12.618
01/02/2020;Productivity;Internal Labor;Spain;2.456
01/02/2020;Productivity;Internal Labor;Switzerland;7.677
01/02/2020;Productivity;Internal Labor;United Kingdom;18.179
01/02/2020;Productivity;Internal Labor;USA;54.690
01/02/2020;Productivity;Other;Austria;84
01/02/2020;Productivity;Other;Belgium;29
01/02/2020;Productivity;Other;Canada;6.627
01/02/2020;Productivity;Other;Italy;4.496
01/02/2020;Productivity;Other;Switzerland;217
01/02/2020;Productivity;Other;United Kingdom;4.176
01/02/2020;Productivity;Other;USA;3.590
01/02/2020;Productivity;Outbound Allocations;United Kingdom;4.250
01/02/2020;Productivity;Project Expenses;United Kingdom;4.573
01/02/2020;Productivity;Recognition;Austria;66
01/02/2020;Productivity;Severance;Austria;48
01/02/2020;Productivity;Severance;Italy;400
01/02/2020;Productivity;Software;France;62
01/02/2020;Productivity;Software;USA;3.131
01/02/2020;Productivity;Software Maintenance;Belgium;9.232
01/02/2020;Productivity;Supplies;Austria;155
01/02/2020;Productivity;Supplies;Belgium;1.251
01/02/2020;Productivity;Supplies;Canada;1.667
01/02/2020;Productivity;Supplies;Germany;3.120
01/02/2020;Productivity;Supplies;Ireland;1.326
01/02/2020;Productivity;Supplies;Switzerland;14.140
01/02/2020;Productivity;Supplies;United Kingdom;24
01/02/2020;Productivity;Supplies;USA;4.088
01/02/2020;Productivity;Taxes;USA;133
01/02/2020;Productivity;Telecomm;Austria;11
01/02/2020;Productivity;Telecomm;Belgium;2.521
01/02/2020;Productivity;Telecomm;France;10.039
01/02/2020;Productivity;Telecomm;Germany;14.506
01/02/2020;Productivity;Telecomm;Italy;725
01/02/2020;Productivity;Telecomm;Spain;40.386
01/02/2020;Productivity;Telecomm;Switzerland;737
01/02/2020;Productivity;Telecomm;United Kingdom;101.279
01/02/2020;Productivity;Telecomm;USA;7.023
01/02/2020;Productivity;Training;United Kingdom;588
01/02/2020;Productivity;Training;USA;560
01/02/2020;Productivity;Travel;Belgium;17
01/02/2020;Productivity;Travel;France;1.108
01/02/2020;Productivity;Travel;Italy;2.316
01/02/2020;Productivity;Travel;Switzerland;81
01/02/2020;Productivity;Travel;United Kingdom;713
01/02/2020;Productivity;Travel;USA;521
01/02/2020;Productivity;Vehicles;Belgium;941
01/02/2020;Productivity;Vehicles;Spain;76
01/02/2020;Productivity;Vehicles;United Kingdom;330
01/02/2020;Productivity;Vehicles;USA;4
01/02/2020;Quality & Compliance;External Labor;USA;101.825
01/02/2020;Quality & Compliance;Hardware Maintenance;USA;11
01/02/2020;Quality & Compliance;Internal Labor;USA;121.760
01/02/2020;Quality & Compliance;Other;USA;194
01/02/2020;Quality & Compliance;Supplies;USA;33
01/02/2020;Quality & Compliance;Taxes;USA;5
01/02/2020;Quality & Compliance;Telecomm;USA;801
01/02/2020;Quality & Compliance;Training;USA;254
01/02/2020;Quality & Compliance;Travel;USA;646
01/02/2020;R&D;Depreciation;Spain;582
01/02/2020;R&D;Depreciation;United Kingdom;1.877
01/02/2020;R&D;Employee Performance;USA;48
01/02/2020;R&D;External Labor;United Kingdom;18.024
01/02/2020;R&D;External Labor;USA;330.759
01/02/2020;R&D;Hardware;USA;893
01/02/2020;R&D;Inbound Allocations;Spain;1.272
01/02/2020;R&D;Inbound Allocations;United Kingdom;120
01/02/2020;R&D;Internal Labor;Spain;8.632
01/02/2020;R&D;Internal Labor;United Kingdom;101.877
01/02/2020;R&D;Internal Labor;USA;179.831
01/02/2020;R&D;Moving;United Kingdom;27.864
01/02/2020;R&D;Other;Spain;21
01/02/2020;R&D;Other;United Kingdom;234
01/02/2020;R&D;Other;USA;1.275
01/02/2020;R&D;Outbound Allocations;Spain;1.711
01/02/2020;R&D;Outbound Allocations;United Kingdom;6.951
01/02/2020;R&D;Software Maintenance;USA;699
01/02/2020;R&D;Supplies;Spain;60
01/02/2020;R&D;Supplies;USA;6
01/02/2020;R&D;Taxes;USA;1.336
01/02/2020;R&D;Telecomm;United Kingdom;39
01/02/2020;R&D;Telecomm;USA;4.502
01/02/2020;R&D;Training;United Kingdom;987
01/02/2020;R&D;Training;USA;1.982
01/02/2020;R&D;Travel;United Kingdom;6.277
01/02/2020;R&D;Travel;USA;1.973
01/02/2020;R&D;Vehicles;United Kingdom;326
01/02/2020;R1;Depreciation;Austria;9
01/02/2020;R1;Depreciation;Belgium;4
01/02/2020;R1;External Labor;Belgium;77.148
01/02/2020;R1;External Labor;Canada;192
01/02/2020;R1;External Labor;Germany;27.899
01/02/2020;R1;External Labor;United Kingdom;1.552
01/02/2020;R1;Hardware;Canada;74
01/02/2020;R1;Internal Labor;Austria;6.974
01/02/2020;R1;Internal Labor;Belgium;19.676
01/02/2020;R1;Internal Labor;Canada;13.416
01/02/2020;R1;Internal Labor;Germany;-7.665
01/02/2020;R1;Internal Labor;Italy;4.798
01/02/2020;R1;Internal Labor;Spain;5.083
01/02/2020;R1;Internal Labor;United Kingdom;-2.072
01/02/2020;R1;Other;Austria;44
01/02/2020;R1;Other;Belgium;159
01/02/2020;R1;Other;Germany;23.230
01/02/2020;R1;Recognition;Austria;35
01/02/2020;R1;Severance;Austria;33
01/02/2020;R1;Severance;Italy;152
01/02/2020;R1;Software Maintenance;Italy;197
01/02/2020;R1;Supplies;Austria;31
01/02/2020;R1;Supplies;Canada;214
01/02/2020;R1;Telecomm;Austria;36
01/02/2020;R1;Telecomm;Belgium;119
01/02/2020;R1;Telecomm;Canada;246
01/02/2020;R1;Telecomm;Italy;8
01/02/2020;R1;Telecomm;United Kingdom;-131
01/02/2020;R1;Travel;Austria;19
01/02/2020;R1;Travel;Belgium;501
01/02/2020;R1;Travel;Canada;125
01/02/2020;R1;Travel;United Kingdom;-297
01/02/2020;R1;Vehicles;Belgium;942
01/02/2020;R1;Vehicles;Canada;4
01/02/2020;R1;Vehicles;United Kingdom;-1
01/02/2020;R2;Amortization;United Kingdom;27.150
01/02/2020;R2;Amortization;USA;1.901.995
01/02/2020;R2;CAPEX;United Kingdom;8.030
01/02/2020;R2;CAPEX;USA;-64.703
01/02/2020;R2;Depreciation;Brazil;10.477
01/02/2020;R2;Depreciation;Mexico;2
01/02/2020;R2;Depreciation;United Kingdom;227
01/02/2020;R2;Depreciation;USA;88.593
01/02/2020;R2;Employee Performance;USA;458
01/02/2020;R2;External Labor;Brazil;21.993
01/02/2020;R2;External Labor;France;93
01/02/2020;R2;External Labor;Mexico;689
01/02/2020;R2;External Labor;Switzerland;10
01/02/2020;R2;External Labor;United Kingdom;42.316
01/02/2020;R2;External Labor;USA;436.971
01/02/2020;R2;Hardware;USA;11.213
01/02/2020;R2;Hardware Maintenance;Brazil;2.549
01/02/2020;R2;Hardware Maintenance;USA;128
01/02/2020;R2;Inbound Allocations;Brazil;316
01/02/2020;R2;Inbound Allocations;Spain;1.384
01/02/2020;R2;Internal Labor;Belgium;4.438
01/02/2020;R2;Internal Labor;Brazil;11.345
01/02/2020;R2;Internal Labor;Germany;-14.552
01/02/2020;R2;Internal Labor;Italy;2.651
01/02/2020;R2;Internal Labor;Spain;5.047
01/02/2020;R2;Internal Labor;Switzerland;6.799
01/02/2020;R2;Internal Labor;United Kingdom;72.637
01/02/2020;R2;Internal Labor;USA;404.009
01/02/2020;R2;Moving;USA;3.288
01/02/2020;R2;Other;Belgium;27
01/02/2020;R2;Other;Brazil;4.515
01/02/2020;R2;Other;Germany;61
01/02/2020;R2;Other;Italy;1.656
01/02/2020;R2;Other;United Kingdom;-6.914
01/02/2020;R2;Other;USA;-1.060
01/02/2020;R2;Project Expenses;USA;-31.891
01/02/2020;R2;Recognition;Brazil;65
01/02/2020;R2;Severance;Brazil;640
01/02/2020;R2;Severance;Italy;96
01/02/2020;R2;Software;United Kingdom;2.638
01/02/2020;R2;Software;USA;430.809
01/02/2020;R2;Software Maintenance;USA;79.090
01/02/2020;R2;Supplies;Brazil;-320
01/02/2020;R2;Supplies;USA;43
01/02/2020;R2;Taxes;USA;4.915
01/02/2020;R2;Telecomm;Brazil;352
01/02/2020;R2;Telecomm;Switzerland;20
01/02/2020;R2;Telecomm;United Kingdom;731
01/02/2020;R2;Telecomm;USA;17.990
01/02/2020;R2;Training;United Kingdom;2.525
01/02/2020;R2;Training;USA;857
01/02/2020;R2;Travel;Brazil;517
01/02/2020;R2;Travel;Switzerland;50
01/02/2020;R2;Travel;United Kingdom;1.232
01/02/2020;R2;Travel;USA;10.176
01/02/2020;R2;Vehicles;United Kingdom;705
01/02/2020;R3;Amortization;USA;431.064
01/02/2020;R3;Depreciation;USA;3.562
01/02/2020;R3;External Labor;Germany;3.372
01/02/2020;R3;External Labor;United Kingdom;26.747
01/02/2020;R3;External Labor;USA;533.491
01/02/2020;R3;Hardware;USA;604
01/02/2020;R3;Internal Labor;Belgium;7.525
01/02/2020;R3;Internal Labor;France;6.720
01/02/2020;R3;Internal Labor;Germany;6.073
01/02/2020;R3;Internal Labor;Spain;2.153
01/02/2020;R3;Internal Labor;Switzerland;6.216
01/02/2020;R3;Internal Labor;United Kingdom;47.471
01/02/2020;R3;Internal Labor;USA;42.480
01/02/2020;R3;Moving;United Kingdom;-51.674
01/02/2020;R3;Other;Belgium;24
01/02/2020;R3;Other;Germany;15
01/02/2020;R3;Other;Spain;-5
01/02/2020;R3;Other;United Kingdom;276
01/02/2020;R3;Other;USA;1.145
01/02/2020;R3;Software;United Kingdom;24.684
01/02/2020;R3;Software;USA;91.109
01/02/2020;R3;Software Maintenance;USA;28.021
01/02/2020;R3;Taxes;USA;79
01/02/2020;R3;Telecomm;Belgium;52
01/02/2020;R3;Telecomm;Switzerland;71
01/02/2020;R3;Telecomm;United Kingdom;1.120
01/02/2020;R3;Telecomm;USA;654
01/02/2020;R3;Training;Spain;146
01/02/2020;R3;Training;Switzerland;272
01/02/2020;R3;Travel;Belgium;1.383
01/02/2020;R3;Travel;Germany;624
01/02/2020;R3;Travel;United Kingdom;8.876
01/02/2020;R3;Travel;USA;2.491
01/02/2020;R3;Vehicles;Belgium;1.637
01/02/2020;R3;Vehicles;Spain;136
01/02/2020;R3;Vehicles;United Kingdom;5.335
01/02/2020;R5;Amortization;USA;59.780
01/02/2020;R5;CAPEX;USA;134.118
01/02/2020;R5;Depreciation;USA;41.976
01/02/2020;R5;Employee Performance;USA;727
01/02/2020;R5;External Labor;Puerto Rico;-420
01/02/2020;R5;External Labor;USA;652.539
01/02/2020;R5;Hardware;Puerto Rico;-15.605
01/02/2020;R5;Hardware;USA;6.117
01/02/2020;R5;Hardware Maintenance;Puerto Rico;347
01/02/2020;R5;Internal Labor;Puerto Rico;9.540
01/02/2020;R5;Internal Labor;USA;271.452
01/02/2020;R5;Other;Puerto Rico;35
01/02/2020;R5;Other;USA;789
01/02/2020;R5;Software;USA;8.800
01/02/2020;R5;Software Maintenance;USA;163.279
01/02/2020;R5;Supplies;USA;202
01/02/2020;R5;Taxes;USA;3.003
01/02/2020;R5;Telecomm;Puerto Rico;40
01/02/2020;R5;Telecomm;USA;14.683
01/02/2020;R5;Training;USA;4.559
01/02/2020;R5;Travel;Puerto Rico;86
01/02/2020;R5;Travel;USA;969
01/02/2020;R5;Vehicles;Puerto Rico;251
01/02/2020;Security & Risk Management;Employee Performance;USA;1
01/02/2020;Security & Risk Management;Hardware;USA;70
01/02/2020;Security & Risk Management;Internal Labor;USA;58.170
01/02/2020;Security & Risk Management;Other;USA;81
01/02/2020;Security & Risk Management;Supplies;USA;41
01/02/2020;Security & Risk Management;Taxes;USA;20
01/02/2020;Security & Risk Management;Telecomm;USA;1.117
01/02/2020;Security & Risk Management;Travel;USA;768
01/02/2020;Six Sigma;Employee Performance;USA;6
01/02/2020;Six Sigma;Internal Labor;USA;32.650
01/02/2020;Six Sigma;Moving;USA;175
01/02/2020;Six Sigma;Other;USA;262
01/02/2020;Six Sigma;Telecomm;USA;498
01/02/2020;SSO;Amortization;USA;316
01/02/2020;SSO;Depreciation;USA;2.461
01/02/2020;SSO;Employee Performance;USA;30
01/02/2020;SSO;External Labor;USA;113.883
01/02/2020;SSO;Internal Labor;USA;76.735
01/02/2020;SSO;Software;USA;16.066
01/02/2020;SSO;Software Maintenance;USA;21.868
01/02/2020;SSO;Supplies;USA;34
01/02/2020;SSO;Taxes;USA;46
01/02/2020;SSO;Telecomm;USA;2.093
01/02/2020;SSO;Training;USA;255
01/02/2020;SSO;Travel;USA;10
01/02/2020;Vendor Management;Depreciation;USA;117
01/02/2020;Vendor Management;Employee Performance;USA;2
01/02/2020;Vendor Management;External Labor;USA;-4.913
01/02/2020;Vendor Management;Hardware;USA;1.876
01/02/2020;Vendor Management;Internal Labor;USA;154.722
01/02/2020;Vendor Management;Other;USA;-7.471
01/02/2020;Vendor Management;Software;USA;6
01/02/2020;Vendor Management;Supplies;USA;44
01/02/2020;Vendor Management;Taxes;USA;13
01/02/2020;Vendor Management;Telecomm;USA;1.683
01/02/2020;Vendor Management;Training;USA;1.114
01/02/2020;Vendor Management;Travel;USA;321
