Date;IT Department;Cost Element;Country;Actual
01/07/2020;Planning;Outbound Allocations;United Kingdom;3.263
01/07/2020;Planning;Outbound Allocations;USA;-15.512
01/07/2020;Planning;Recognition;USA;43
01/07/2020;Planning;Software;USA;236.987
01/07/2020;Planning;Software Maintenance;USA;271.408
01/07/2020;Planning;Supplies;USA;343
01/07/2020;Planning;Taxes;USA;3.480
01/07/2020;Planning;Telecomm;Brazil;7
01/07/2020;Planning;Telecomm;United Kingdom;-821
01/07/2020;Planning;Telecomm;USA;2.606
01/07/2020;Planning;Training;United Kingdom;148
01/07/2020;Planning;Training;USA;2.254
01/07/2020;Planning;Travel;United Kingdom;60
01/07/2020;Planning;Travel;USA;674
01/07/2020;Planning;Vehicles;United Kingdom;1
01/07/2020;Portals;Employee Performance;USA;45
01/07/2020;Portals;External Labor;USA;7.897
01/07/2020;Portals;Internal Labor;USA;65.479
01/07/2020;Portals;Other;USA;2.625
01/07/2020;Portals;Software;USA;36.972
01/07/2020;Portals;Software Maintenance;USA;59
01/07/2020;Portals;Telecomm;USA;510
01/07/2020;Portals;Training;USA;329
01/07/2020;Portals;Travel;USA;284
01/07/2020;Portfolio Management;Employee Performance;USA;191
01/07/2020;Portfolio Management;External Labor;USA;5.917
01/07/2020;Portfolio Management;Hardware;USA;27
01/07/2020;Portfolio Management;Internal Labor;USA;66.107
01/07/2020;Portfolio Management;Other;USA;7.958
01/07/2020;Portfolio Management;Software;USA;18
01/07/2020;Portfolio Management;Software Maintenance;USA;15
01/07/2020;Portfolio Management;Supplies;USA;27
01/07/2020;Portfolio Management;Telecomm;USA;505
01/07/2020;Portfolio Management;Travel;USA;2.081
01/07/2020;Process Management;Depreciation;USA;287
01/07/2020;Process Management;Employee Performance;USA;78
01/07/2020;Process Management;External Labor;USA;86.509
01/07/2020;Process Management;Internal Labor;USA;104.467
01/07/2020;Process Management;Other;USA;133
01/07/2020;Process Management;Outbound Allocations;USA;24.683
01/07/2020;Process Management;Software;USA;8.551
01/07/2020;Process Management;Software Maintenance;USA;26.660
01/07/2020;Process Management;Supplies;USA;241
01/07/2020;Process Management;Taxes;USA;97
01/07/2020;Process Management;Telecomm;USA;500
01/07/2020;Process Management;Training;USA;2.274
01/07/2020;Process Management;Travel;USA;339
01/07/2020;Production;Internal Labor;USA;13.807
01/07/2020;Production;Recognition;USA;26
01/07/2020;Production;Supplies;USA;10
01/07/2020;Production;Telecomm;USA;536
01/07/2020;Production;Travel;USA;244
01/07/2020;Productivity;Amortization;France;70
01/07/2020;Productivity;Amortization;Italy;1.739
01/07/2020;Productivity;CAPEX;USA;119
01/07/2020;Productivity;Depreciation;Austria;479
01/07/2020;Productivity;Depreciation;Belgium;302
01/07/2020;Productivity;Depreciation;Canada;1
01/07/2020;Productivity;Depreciation;France;3.205
01/07/2020;Productivity;Depreciation;Germany;4.699
01/07/2020;Productivity;Depreciation;Ireland;4.403
01/07/2020;Productivity;Depreciation;Italy;16.873
01/07/2020;Productivity;Depreciation;Netherlands;300
01/07/2020;Productivity;Depreciation;Spain;2.164
01/07/2020;Productivity;Depreciation;Switzerland;486
01/07/2020;Productivity;Depreciation;United Kingdom;139
01/07/2020;Productivity;Depreciation;USA;194
01/07/2020;Productivity;Employee Performance;USA;46
01/07/2020;Productivity;External Labor;Austria;4.321
01/07/2020;Productivity;External Labor;Belgium;9.957
01/07/2020;Productivity;External Labor;Canada;6.155
01/07/2020;Productivity;External Labor;France;67.520
01/07/2020;Productivity;External Labor;Germany;-32.237
01/07/2020;Productivity;External Labor;Ireland;48.780
01/07/2020;Productivity;External Labor;Italy;15.716
01/07/2020;Productivity;External Labor;Netherlands;1.693
01/07/2020;Productivity;External Labor;Spain;6.575
01/07/2020;Productivity;External Labor;Switzerland;4.609
01/07/2020;Productivity;External Labor;United Kingdom;14.504
01/07/2020;Productivity;External Labor;USA;520.510
01/07/2020;Productivity;Hardware;Austria;23.367
01/07/2020;Productivity;Hardware;Belgium;7.303
01/07/2020;Productivity;Hardware;France;56.839
01/07/2020;Productivity;Hardware;Germany;84.411
01/07/2020;Productivity;Hardware;Ireland;68
01/07/2020;Productivity;Hardware;Netherlands;3.223
01/07/2020;Productivity;Hardware;Spain;61.027
01/07/2020;Productivity;Hardware;Switzerland;9.143
01/07/2020;Productivity;Hardware;United Kingdom;36.481
01/07/2020;Productivity;Hardware;USA;496.712
01/07/2020;Productivity;Hardware Maintenance;Austria;97
01/07/2020;Productivity;Hardware Maintenance;France;12.942
01/07/2020;Productivity;Hardware Maintenance;Germany;4.998
01/07/2020;Productivity;Hardware Maintenance;Ireland;19.347
01/07/2020;Productivity;Hardware Maintenance;Italy;86
01/07/2020;Productivity;Hardware Maintenance;Spain;2.324
01/07/2020;Productivity;Hardware Maintenance;Switzerland;6.617
01/07/2020;Productivity;Hardware Maintenance;United Kingdom;301
01/07/2020;Productivity;Hardware Maintenance;USA;196
01/07/2020;Productivity;Inbound Allocations;Germany;-1.585
01/07/2020;Productivity;Inbound Allocations;Spain;1.456
01/07/2020;Productivity;Inbound Allocations;United Kingdom;-18
01/07/2020;Productivity;Internal Labor;Belgium;3.880
01/07/2020;Productivity;Internal Labor;France;10.911
01/07/2020;Productivity;Internal Labor;Germany;9.697
01/07/2020;Productivity;Internal Labor;Italy;8.272
01/07/2020;Productivity;Internal Labor;Spain;2.662
01/07/2020;Productivity;Internal Labor;Switzerland;4.139
01/07/2020;Productivity;Internal Labor;United Kingdom;18.796
01/07/2020;Productivity;Internal Labor;USA;62.713
01/07/2020;Productivity;Other;Belgium;29
01/07/2020;Productivity;Other;Canada;707
01/07/2020;Productivity;Other;Germany;106
01/07/2020;Productivity;Other;Italy;-962
01/07/2020;Productivity;Other;Switzerland;56
01/07/2020;Productivity;Other;United Kingdom;3.518
01/07/2020;Productivity;Other;USA;10.180
01/07/2020;Productivity;Outbound Allocations;United Kingdom;4.284
01/07/2020;Productivity;Project Expenses;United Kingdom;4.608
01/07/2020;Productivity;Severance;Italy;352
01/07/2020;Productivity;Software;France;1.366
01/07/2020;Productivity;Software;United Kingdom;4.459
01/07/2020;Productivity;Software;USA;12.065
01/07/2020;Productivity;Software Maintenance;Italy;1.489
01/07/2020;Productivity;Supplies;Belgium;81
01/07/2020;Productivity;Supplies;Canada;2.352
01/07/2020;Productivity;Supplies;Germany;1.367
01/07/2020;Productivity;Supplies;Ireland;4.070
01/07/2020;Productivity;Supplies;Italy;1.451
01/07/2020;Productivity;Supplies;Netherlands;2.211
01/07/2020;Productivity;Supplies;Switzerland;5.276
01/07/2020;Productivity;Supplies;USA;31
01/07/2020;Productivity;Taxes;Switzerland;317
01/07/2020;Productivity;Taxes;USA;149
01/07/2020;Productivity;Telecomm;Austria;58
01/07/2020;Productivity;Telecomm;Belgium;1.607
01/07/2020;Productivity;Telecomm;France;-652
01/07/2020;Productivity;Telecomm;Germany;24.066
01/07/2020;Productivity;Telecomm;Italy;8.858
01/07/2020;Productivity;Telecomm;Spain;77.201
01/07/2020;Productivity;Telecomm;Switzerland;2.475
01/07/2020;Productivity;Telecomm;United Kingdom;33.063
01/07/2020;Productivity;Telecomm;USA;2.683
01/07/2020;Productivity;Training;Germany;463
01/07/2020;Productivity;Training;Italy;3.794
01/07/2020;Productivity;Training;United Kingdom;593
01/07/2020;Productivity;Travel;Belgium;17
01/07/2020;Productivity;Travel;France;32
01/07/2020;Productivity;Travel;United Kingdom;5.666
01/07/2020;Productivity;Vehicles;Belgium;511
01/07/2020;Productivity;Vehicles;United Kingdom;-242
01/07/2020;Productivity;Vehicles;USA;4
01/07/2020;Quality & Compliance;Employee Performance;USA;45
01/07/2020;Quality & Compliance;External Labor;USA;174.699
01/07/2020;Quality & Compliance;Internal Labor;USA;121.238
01/07/2020;Quality & Compliance;Other;USA;30
01/07/2020;Quality & Compliance;Software;USA;161
01/07/2020;Quality & Compliance;Software Maintenance;USA;133
01/07/2020;Quality & Compliance;Supplies;USA;6
01/07/2020;Quality & Compliance;Taxes;USA;5
01/07/2020;Quality & Compliance;Telecomm;USA;760
01/07/2020;R&D;Depreciation;Spain;612
01/07/2020;R&D;Depreciation;United Kingdom;1.892
01/07/2020;R&D;Employee Performance;USA;141
01/07/2020;R&D;External Labor;United Kingdom;17.084
01/07/2020;R&D;External Labor;USA;32.378
01/07/2020;R&D;Hardware;USA;3
01/07/2020;R&D;Inbound Allocations;Spain;1.339
01/07/2020;R&D;Inbound Allocations;United Kingdom;-49
01/07/2020;R&D;Internal Labor;Spain;10.687
01/07/2020;R&D;Internal Labor;United Kingdom;18.888
01/07/2020;R&D;Internal Labor;USA;182.783
01/07/2020;R&D;Other;United Kingdom;90
01/07/2020;R&D;Other;USA;183
01/07/2020;R&D;Outbound Allocations;Spain;2.406
01/07/2020;R&D;Outbound Allocations;United Kingdom;5.954
01/07/2020;R&D;Software;USA;987
01/07/2020;R&D;Software Maintenance;United Kingdom;21.600
01/07/2020;R&D;Software Maintenance;USA;20.758
01/07/2020;R&D;Supplies;USA;20
01/07/2020;R&D;Taxes;USA;1.501
01/07/2020;R&D;Telecomm;United Kingdom;12
01/07/2020;R&D;Telecomm;USA;229
01/07/2020;R&D;Training;United Kingdom;995
01/07/2020;R&D;Training;USA;751
01/07/2020;R&D;Travel;Spain;2.822
01/07/2020;R&D;Travel;United Kingdom;2.504
01/07/2020;R&D;Travel;USA;3.952
01/07/2020;R&D;Vehicles;United Kingdom;238
01/07/2020;R1;Depreciation;Austria;9
01/07/2020;R1;Depreciation;Belgium;4
01/07/2020;R1;External Labor;Belgium;19.562
01/07/2020;R1;External Labor;Germany;3.549
01/07/2020;R1;External Labor;United Kingdom;1.612
01/07/2020;R1;Hardware;Canada;76
01/07/2020;R1;Internal Labor;Austria;3.856
01/07/2020;R1;Internal Labor;Belgium;21.126
01/07/2020;R1;Internal Labor;Canada;10.977
01/07/2020;R1;Internal Labor;Germany;558
01/07/2020;R1;Internal Labor;Spain;2.518
01/07/2020;R1;Other;Austria;33
01/07/2020;R1;Other;Belgium;89
01/07/2020;R1;Other;Spain;22
01/07/2020;R1;Recognition;Austria;42
01/07/2020;R1;Severance;Austria;35
01/07/2020;R1;Software Maintenance;Belgium;1.343
01/07/2020;R1;Supplies;Belgium;54.628
01/07/2020;R1;Telecomm;Austria;21
01/07/2020;R1;Telecomm;Belgium;125
01/07/2020;R1;Telecomm;Canada;121
01/07/2020;R1;Telecomm;Italy;371
01/07/2020;R1;Training;Belgium;1.524
01/07/2020;R1;Travel;Belgium;3.214
01/07/2020;R1;Travel;Canada;21
01/07/2020;R1;Travel;Spain;831
01/07/2020;R1;Vehicles;Belgium;1.000
01/07/2020;R2;Amortization;Mexico;53
01/07/2020;R2;Amortization;United Kingdom;35.173
01/07/2020;R2;Amortization;USA;1.988.640
01/07/2020;R2;CAPEX;United Kingdom;-2.849
01/07/2020;R2;CAPEX;USA;-159.003
01/07/2020;R2;Depreciation;Brazil;6.716
01/07/2020;R2;Depreciation;Mexico;148
01/07/2020;R2;Depreciation;United Kingdom;156
01/07/2020;R2;Depreciation;USA;78.831
01/07/2020;R2;Employee Performance;USA;675
01/07/2020;R2;External Labor;Brazil;25.971
01/07/2020;R2;External Labor;France;70
01/07/2020;R2;External Labor;Mexico;2.092
01/07/2020;R2;External Labor;Spain;653
01/07/2020;R2;External Labor;United Kingdom;20.517
01/07/2020;R2;External Labor;USA;861.650
01/07/2020;R2;Hardware;USA;7.004
01/07/2020;R2;Hardware Maintenance;Brazil;1.685
01/07/2020;R2;Hardware Maintenance;Italy;1.742
01/07/2020;R2;Hardware Maintenance;USA;113
01/07/2020;R2;Inbound Allocations;Brazil;337
01/07/2020;R2;Inbound Allocations;Spain;1.456
01/07/2020;R2;Internal Labor;Belgium;4.199
01/07/2020;R2;Internal Labor;Brazil;16.600
01/07/2020;R2;Internal Labor;Germany;1.799
01/07/2020;R2;Internal Labor;Italy;2.181
01/07/2020;R2;Internal Labor;Spain;3.895
01/07/2020;R2;Internal Labor;Switzerland;6.379
01/07/2020;R2;Internal Labor;United Kingdom;67.469
01/07/2020;R2;Internal Labor;USA;535.269
01/07/2020;R2;Legal;USA;5
01/07/2020;R2;Moving;USA;540
01/07/2020;R2;Other;Belgium;31
01/07/2020;R2;Other;Brazil;550
01/07/2020;R2;Other;Spain;1.015
01/07/2020;R2;Other;United Kingdom;-98.914
01/07/2020;R2;Other;USA;-2.379
01/07/2020;R2;Project Expenses;USA;39.702
01/07/2020;R2;Recognition;Brazil;-1.449
01/07/2020;R2;Severance;Brazil;220
01/07/2020;R2;Severance;Italy;123
01/07/2020;R2;Software;United Kingdom;4.948
01/07/2020;R2;Software;USA;230.639
01/07/2020;R2;Software Maintenance;France;334
01/07/2020;R2;Software Maintenance;United Kingdom;-3.902
01/07/2020;R2;Software Maintenance;USA;721.623
01/07/2020;R2;Supplies;Brazil;1.329
01/07/2020;R2;Supplies;USA;106
01/07/2020;R2;Taxes;USA;5.522
01/07/2020;R2;Telecomm;Brazil;265
01/07/2020;R2;Telecomm;Switzerland;44
01/07/2020;R2;Telecomm;United Kingdom;395
01/07/2020;R2;Telecomm;USA;2.614
01/07/2020;R2;Training;Italy;973
01/07/2020;R2;Training;United Kingdom;2.545
01/07/2020;R2;Training;USA;3.339
01/07/2020;R2;Travel;Brazil;58
01/07/2020;R2;Travel;Spain;269
01/07/2020;R2;Travel;United Kingdom;9.763
01/07/2020;R2;Travel;USA;24.982
01/07/2020;R2;Vehicles;United Kingdom;-523
01/07/2020;R3;Amortization;USA;431.064
01/07/2020;R3;Depreciation;USA;3.562
01/07/2020;R3;External Labor;Germany;2.653
01/07/2020;R3;External Labor;United Kingdom;7.552
01/07/2020;R3;External Labor;USA;493.832
01/07/2020;R3;Hardware;United Kingdom;1.488
01/07/2020;R3;Hardware Maintenance;United Kingdom;858
01/07/2020;R3;Internal Labor;Belgium;6.822
01/07/2020;R3;Internal Labor;France;4.442
01/07/2020;R3;Internal Labor;Germany;9.113
01/07/2020;R3;Internal Labor;Spain;2.391
01/07/2020;R3;Internal Labor;United Kingdom;44.940
01/07/2020;R3;Internal Labor;USA;32.785
01/07/2020;R3;Other;Belgium;31
01/07/2020;R3;Other;Germany;101
01/07/2020;R3;Other;Spain;27
01/07/2020;R3;Other;United Kingdom;5.455
01/07/2020;R3;Other;USA;25.321
01/07/2020;R3;Software;United Kingdom;3.172
01/07/2020;R3;Software;USA;82.988
01/07/2020;R3;Software Maintenance;USA;74.817
01/07/2020;R3;Taxes;USA;88
01/07/2020;R3;Telecomm;Belgium;34
01/07/2020;R3;Telecomm;United Kingdom;312
01/07/2020;R3;Telecomm;USA;127
01/07/2020;R3;Training;United Kingdom;478
01/07/2020;R3;Travel;Belgium;197
01/07/2020;R3;Travel;Germany;629
01/07/2020;R3;Travel;Spain;483
01/07/2020;R3;Travel;United Kingdom;9.669
01/07/2020;R3;Travel;USA;376
01/07/2020;R3;Vehicles;Belgium;735
01/07/2020;R3;Vehicles;United Kingdom;-1.601
01/07/2020;R5;Amortization;USA;193.266
01/07/2020;R5;CAPEX;USA;1.566
01/07/2020;R5;Depreciation;USA;32.905
01/07/2020;R5;Employee Performance;USA;324
01/07/2020;R5;External Labor;Puerto Rico;592
01/07/2020;R5;External Labor;USA;556.242
01/07/2020;R5;Hardware;Puerto Rico;126
01/07/2020;R5;Hardware;USA;13.466
01/07/2020;R5;Hardware Maintenance;Puerto Rico;371
01/07/2020;R5;Internal Labor;Puerto Rico;8.574
01/07/2020;R5;Internal Labor;USA;270.697
01/07/2020;R5;Other;Puerto Rico;61
01/07/2020;R5;Other;USA;5.199
01/07/2020;R5;Software;USA;22.661
01/07/2020;R5;Software Maintenance;USA;-38.881
01/07/2020;R5;Supplies;USA;1.109
01/07/2020;R5;Taxes;USA;3.003
01/07/2020;R5;Telecomm;Puerto Rico;-55
01/07/2020;R5;Telecomm;USA;1.176
01/07/2020;R5;Training;USA;4.997
01/07/2020;R5;Travel;Puerto Rico;252
01/07/2020;R5;Travel;USA;3.432
01/07/2020;R5;Vehicles;Puerto Rico;344
01/07/2020;Security & Risk Management;Employee Performance;USA;90
01/07/2020;Security & Risk Management;External Labor;USA;1.700
01/07/2020;Security & Risk Management;Internal Labor;USA;57.436
01/07/2020;Security & Risk Management;Other;USA;155
01/07/2020;Security & Risk Management;Software;USA;91
01/07/2020;Security & Risk Management;Software Maintenance;USA;15
01/07/2020;Security & Risk Management;Supplies;USA;161
01/07/2020;Security & Risk Management;Taxes;USA;22
01/07/2020;Security & Risk Management;Telecomm;USA;374
01/07/2020;Security & Risk Management;Training;USA;205
01/07/2020;Security & Risk Management;Travel;USA;1.142
01/07/2020;Six Sigma;Internal Labor;USA;34.258
01/07/2020;Six Sigma;Moving;USA;772
01/07/2020;Six Sigma;Other;USA;35
01/07/2020;Six Sigma;Software;USA;36
01/07/2020;Six Sigma;Software Maintenance;USA;30
01/07/2020;Six Sigma;Supplies;USA;10
01/07/2020;Six Sigma;Telecomm;USA;186
01/07/2020;Six Sigma;Travel;USA;7
01/07/2020;SSO;Amortization;USA;316
01/07/2020;SSO;Depreciation;USA;1.776
01/07/2020;SSO;Employee Performance;USA;210
01/07/2020;SSO;External Labor;USA;157.672
01/07/2020;SSO;Hardware;USA;61
01/07/2020;SSO;Internal Labor;USA;81.131
01/07/2020;SSO;Software;USA;22.241
01/07/2020;SSO;Software Maintenance;USA;21.942
01/07/2020;SSO;Taxes;USA;52
01/07/2020;SSO;Telecomm;USA;393
01/07/2020;SSO;Travel;USA;-1.195
01/07/2020;Vendor Management;Depreciation;USA;117
01/07/2020;Vendor Management;Employee Performance;USA;5
01/07/2020;Vendor Management;External Labor;USA;163.475
01/07/2020;Vendor Management;Hardware;USA;35
01/07/2020;Vendor Management;Internal Labor;USA;145.417
01/07/2020;Vendor Management;Other;USA;96
01/07/2020;Vendor Management;Software;USA;327
01/07/2020;Vendor Management;Software Maintenance;USA;266
01/07/2020;Vendor Management;Supplies;USA;376
01/07/2020;Vendor Management;Taxes;USA;15
01/07/2020;Vendor Management;Telecomm;USA;1.086
01/07/2020;Vendor Management;Training;USA;169
01/07/2020;Vendor Management;Travel;USA;3.932
