Date;IT Department;Cost Element;Country;Actual
01/01/2020;Productivity;Employee Performance;USA;6
01/01/2020;Productivity;External Labor;Belgium;644
01/01/2020;Productivity;External Labor;France;64.317
01/01/2020;Productivity;External Labor;Germany;-18.788
01/01/2020;Productivity;External Labor;Ireland;17.321
01/01/2020;Productivity;External Labor;Netherlands;-829
01/01/2020;Productivity;External Labor;Spain;5.395
01/01/2020;Productivity;External Labor;Switzerland;335
01/01/2020;Productivity;External Labor;United Kingdom;30.068
01/01/2020;Productivity;External Labor;USA;436.843
01/01/2020;Productivity;Hardware;Austria;9.456
01/01/2020;Productivity;Hardware;Belgium;243
01/01/2020;Productivity;Hardware;France;28.924
01/01/2020;Productivity;Hardware;Germany;22.475
01/01/2020;Productivity;Hardware;Ireland;1.199
01/01/2020;Productivity;Hardware;Netherlands;4.956
01/01/2020;Productivity;Hardware;Spain;280
01/01/2020;Productivity;Hardware;Switzerland;15.888
01/01/2020;Productivity;Hardware;United Kingdom;6.691
01/01/2020;Productivity;Hardware;USA;-13.272
01/01/2020;Productivity;Hardware Maintenance;Belgium;-1.228
01/01/2020;Productivity;Hardware Maintenance;France;-30
01/01/2020;Productivity;Hardware Maintenance;Germany;160
01/01/2020;Productivity;Hardware Maintenance;Spain;-20.483
01/01/2020;Productivity;Hardware Maintenance;Switzerland;-77
01/01/2020;Productivity;Hardware Maintenance;USA;53
01/01/2020;Productivity;Inbound Allocations;Germany;-1.461
01/01/2020;Productivity;Inbound Allocations;Spain;1.342
01/01/2020;Productivity;Inbound Allocations;United Kingdom;86
01/01/2020;Productivity;Internal Labor;Austria;3.992
01/01/2020;Productivity;Internal Labor;Belgium;4.566
01/01/2020;Productivity;Internal Labor;France;12.974
01/01/2020;Productivity;Internal Labor;Germany;15.371
01/01/2020;Productivity;Internal Labor;Italy;124.919
01/01/2020;Productivity;Internal Labor;Spain;2.381
01/01/2020;Productivity;Internal Labor;Switzerland;9.596
01/01/2020;Productivity;Internal Labor;United Kingdom;17.795
01/01/2020;Productivity;Internal Labor;USA;59.599
01/01/2020;Productivity;Other;Canada;2.335
01/01/2020;Productivity;Other;Germany;46
01/01/2020;Productivity;Other;Italy;417
01/01/2020;Productivity;Other;Spain;66
01/01/2020;Productivity;Other;Switzerland;63
01/01/2020;Productivity;Other;United Kingdom;7.848
01/01/2020;Productivity;Other;USA;3.746
01/01/2020;Productivity;Outbound Allocations;United Kingdom;4.112
01/01/2020;Productivity;Project Expenses;United Kingdom;4.424
01/01/2020;Productivity;Recognition;Austria;64
01/01/2020;Productivity;Severance;Austria;46
01/01/2020;Productivity;Severance;Italy;-115.600
01/01/2020;Productivity;Software;Belgium;-398
01/01/2020;Productivity;Software;France;24
01/01/2020;Productivity;Software;USA;3.135
01/01/2020;Productivity;Software Maintenance;USA;4.413
01/01/2020;Productivity;Supplies;Belgium;574
01/01/2020;Productivity;Supplies;France;69
01/01/2020;Productivity;Supplies;Germany;409
01/01/2020;Productivity;Supplies;Switzerland;47.470
01/01/2020;Productivity;Supplies;United Kingdom;11
01/01/2020;Productivity;Taxes;USA;165
01/01/2020;Productivity;Telecomm;Austria;-115
01/01/2020;Productivity;Telecomm;Belgium;1.481
01/01/2020;Productivity;Telecomm;France;311
01/01/2020;Productivity;Telecomm;Germany;7
01/01/2020;Productivity;Telecomm;Italy;-224
01/01/2020;Productivity;Telecomm;Netherlands;-1.009
01/01/2020;Productivity;Telecomm;Spain;19.851
01/01/2020;Productivity;Telecomm;Switzerland;4.814
01/01/2020;Productivity;Telecomm;United Kingdom;22.974
01/01/2020;Productivity;Telecomm;USA;72
01/01/2020;Productivity;Training;France;753
01/01/2020;Productivity;Training;United Kingdom;237
01/01/2020;Productivity;Training;USA;560
01/01/2020;Productivity;Travel;Austria;37
01/01/2020;Productivity;Travel;France;314
01/01/2020;Productivity;Travel;Germany;180
01/01/2020;Productivity;Travel;Italy;529
01/01/2020;Productivity;Travel;Spain;15
01/01/2020;Productivity;Travel;United Kingdom;278
01/01/2020;Productivity;Vehicles;Belgium;390
01/01/2020;Productivity;Vehicles;Spain;74
01/01/2020;Productivity;Vehicles;United Kingdom;273
01/01/2020;Productivity;Vehicles;USA;4
01/01/2020;Quality & Compliance;Employee Performance;USA;10
01/01/2020;Quality & Compliance;External Labor;USA;1.792
01/01/2020;Quality & Compliance;Hardware;USA;56
01/01/2020;Quality & Compliance;Internal Labor;USA;125.063
01/01/2020;Quality & Compliance;Other;USA;15
01/01/2020;Quality & Compliance;Supplies;USA;172
01/01/2020;Quality & Compliance;Taxes;USA;6
01/01/2020;Quality & Compliance;Travel;USA;260
01/01/2020;R&D;Amortization;USA;31
01/01/2020;R&D;Depreciation;Spain;564
01/01/2020;R&D;Depreciation;United Kingdom;1.817
01/01/2020;R&D;Depreciation;USA;196
01/01/2020;R&D;Employee Performance;USA;8
01/01/2020;R&D;External Labor;United Kingdom;3.199
01/01/2020;R&D;External Labor;USA;840
01/01/2020;R&D;Hardware;Spain;72
01/01/2020;R&D;Hardware;USA;73
01/01/2020;R&D;Inbound Allocations;Spain;1.234
01/01/2020;R&D;Inbound Allocations;United Kingdom;233
01/01/2020;R&D;Internal Labor;Spain;8.371
01/01/2020;R&D;Internal Labor;United Kingdom;15.158
01/01/2020;R&D;Internal Labor;USA;177.412
01/01/2020;R&D;Moving;United Kingdom;9.233
01/01/2020;R&D;Other;Spain;75
01/01/2020;R&D;Other;United Kingdom;117
01/01/2020;R&D;Other;USA;2.288
01/01/2020;R&D;Outbound Allocations;Spain;2.580
01/01/2020;R&D;Outbound Allocations;United Kingdom;5.564
01/01/2020;R&D;Software;USA;9.691
01/01/2020;R&D;Software Maintenance;USA;24.827
01/01/2020;R&D;Supplies;United Kingdom;103
01/01/2020;R&D;Supplies;USA;3.000
01/01/2020;R&D;Taxes;USA;1.666
01/01/2020;R&D;Telecomm;Spain;26
01/01/2020;R&D;Training;United Kingdom;943
01/01/2020;R&D;Training;USA;1.047
01/01/2020;R&D;Travel;Spain;282
01/01/2020;R&D;Travel;United Kingdom;754
01/01/2020;R&D;Travel;USA;866
01/01/2020;R&D;Vehicles;United Kingdom;661
01/01/2020;R1;Depreciation;Austria;8
01/01/2020;R1;Depreciation;Belgium;3
01/01/2020;R1;External Labor;Belgium;13.896
01/01/2020;R1;External Labor;Germany;-16.218
01/01/2020;R1;External Labor;Spain;66
01/01/2020;R1;External Labor;United Kingdom;1.396
01/01/2020;R1;Hardware;Canada;74
01/01/2020;R1;Hardware Maintenance;Canada;56.966
01/01/2020;R1;Hardware Maintenance;Italy;717
01/01/2020;R1;Internal Labor;Austria;3.287
01/01/2020;R1;Internal Labor;Belgium;18.762
01/01/2020;R1;Internal Labor;Canada;11.416
01/01/2020;R1;Internal Labor;Germany;3.404
01/01/2020;R1;Internal Labor;Italy;3.799
01/01/2020;R1;Internal Labor;Spain;5.171
01/01/2020;R1;Internal Labor;United Kingdom;2.005
01/01/2020;R1;Other;Canada;5
01/01/2020;R1;Other;Germany;-22.309
01/01/2020;R1;Other;Italy;776
01/01/2020;R1;Recognition;Austria;33
01/01/2020;R1;Severance;Austria;32
01/01/2020;R1;Severance;Italy;199
01/01/2020;R1;Telecomm;Austria;24
01/01/2020;R1;Telecomm;Belgium;115
01/01/2020;R1;Telecomm;Canada;93
01/01/2020;R1;Telecomm;Italy;12
01/01/2020;R1;Telecomm;United Kingdom;126
01/01/2020;R1;Travel;Belgium;459
01/01/2020;R1;Travel;Canada;606
01/01/2020;R1;Travel;United Kingdom;287
01/01/2020;R1;Vehicles;Belgium;1.171
01/01/2020;R1;Vehicles;United Kingdom;1
01/01/2020;R2;Amortization;United Kingdom;26.269
01/01/2020;R2;Amortization;USA;1.901.984
01/01/2020;R2;CAPEX;United Kingdom;-8.021
01/01/2020;R2;CAPEX;USA;3.830
01/01/2020;R2;Depreciation;Brazil;9.804
01/01/2020;R2;Depreciation;Mexico;2
01/01/2020;R2;Depreciation;United Kingdom;220
01/01/2020;R2;Depreciation;USA;87.104
01/01/2020;R2;Employee Performance;USA;88
01/01/2020;R2;External Labor;Brazil;9.560
01/01/2020;R2;External Labor;France;2.332
01/01/2020;R2;External Labor;Mexico;670
01/01/2020;R2;External Labor;Switzerland;75
01/01/2020;R2;External Labor;United Kingdom;11.459
01/01/2020;R2;External Labor;USA;483.752
01/01/2020;R2;Hardware;USA;86
01/01/2020;R2;Hardware Maintenance;Brazil;516
01/01/2020;R2;Hardware Maintenance;USA;113
01/01/2020;R2;Inbound Allocations;Brazil;318
01/01/2020;R2;Inbound Allocations;Spain;1.342
01/01/2020;R2;Internal Labor;Belgium;4.215
01/01/2020;R2;Internal Labor;Brazil;11.976
01/01/2020;R2;Internal Labor;Germany;11.630
01/01/2020;R2;Internal Labor;Italy;2.241
01/01/2020;R2;Internal Labor;Spain;4.894
01/01/2020;R2;Internal Labor;Switzerland;5.411
01/01/2020;R2;Internal Labor;United Kingdom;78.262
01/01/2020;R2;Internal Labor;USA;528.536
01/01/2020;R2;Legal;USA;6.090
01/01/2020;R2;Moving;USA;39
01/01/2020;R2;Other;Brazil;367
01/01/2020;R2;Other;United Kingdom;10.893
01/01/2020;R2;Other;USA;-413
01/01/2020;R2;Project Expenses;USA;33.538
01/01/2020;R2;Recognition;Brazil;989
01/01/2020;R2;Recognition;USA;35
01/01/2020;R2;Severance;Brazil;731
01/01/2020;R2;Severance;Italy;101
01/01/2020;R2;Software;United Kingdom;-1.252
01/01/2020;R2;Software;USA;92.052
01/01/2020;R2;Software Maintenance;France;618
01/01/2020;R2;Software Maintenance;USA;716.640
01/01/2020;R2;Supplies;Brazil;726
01/01/2020;R2;Supplies;USA;53
01/01/2020;R2;Taxes;USA;6.129
01/01/2020;R2;Telecomm;Brazil;248
01/01/2020;R2;Telecomm;Spain;31
01/01/2020;R2;Telecomm;Switzerland;20
01/01/2020;R2;Telecomm;United Kingdom;156
01/01/2020;R2;Training;United Kingdom;7.443
01/01/2020;R2;Training;USA;660
01/01/2020;R2;Travel;Brazil;450
01/01/2020;R2;Travel;Spain;97
01/01/2020;R2;Travel;Switzerland;102
01/01/2020;R2;Travel;United Kingdom;9.551
01/01/2020;R2;Travel;USA;3.002
01/01/2020;R2;Vehicles;United Kingdom;744
01/01/2020;R3;Amortization;USA;304.508
01/01/2020;R3;Depreciation;USA;1.742
01/01/2020;R3;External Labor;Spain;14
01/01/2020;R3;External Labor;United Kingdom;-35.189
01/01/2020;R3;External Labor;USA;268.441
01/01/2020;R3;Hardware;USA;34
01/01/2020;R3;Internal Labor;Belgium;5.649
01/01/2020;R3;Internal Labor;France;6.517
01/01/2020;R3;Internal Labor;Germany;12.887
01/01/2020;R3;Internal Labor;Spain;7.531
01/01/2020;R3;Internal Labor;Switzerland;3.723
01/01/2020;R3;Internal Labor;United Kingdom;77.747
01/01/2020;R3;Internal Labor;USA;42.311
01/01/2020;R3;Moving;United Kingdom;-7.784
01/01/2020;R3;Other;Spain;241
01/01/2020;R3;Other;United Kingdom;221
01/01/2020;R3;Other;USA;108
01/01/2020;R3;Software;United Kingdom;719
01/01/2020;R3;Software;USA;91.114
01/01/2020;R3;Software Maintenance;USA;270.367
01/01/2020;R3;Supplies;USA;6
01/01/2020;R3;Taxes;USA;98
01/01/2020;R3;Telecomm;Belgium;-3
01/01/2020;R3;Telecomm;Spain;119
01/01/2020;R3;Telecomm;Switzerland;107
01/01/2020;R3;Telecomm;United Kingdom;561
01/01/2020;R3;Training;USA;630
01/01/2020;R3;Travel;France;49
01/01/2020;R3;Travel;Germany;1.015
01/01/2020;R3;Travel;Spain;2.904
01/01/2020;R3;Travel;United Kingdom;5.576
01/01/2020;R3;Travel;USA;2.420
01/01/2020;R3;Vehicles;Belgium;69
01/01/2020;R3;Vehicles;Spain;132
01/01/2020;R3;Vehicles;United Kingdom;10.884
01/01/2020;R5;Amortization;USA;2.643
01/01/2020;R5;CAPEX;USA;50.978
01/01/2020;R5;Depreciation;USA;42.009
01/01/2020;R5;Employee Performance;Puerto Rico;57
01/01/2020;R5;Employee Performance;USA;14
01/01/2020;R5;External Labor;Puerto Rico;4.491
01/01/2020;R5;External Labor;USA;182.094
01/01/2020;R5;Hardware;Puerto Rico;19.369
01/01/2020;R5;Hardware;USA;66
01/01/2020;R5;Hardware Maintenance;Puerto Rico;371
01/01/2020;R5;Internal Labor;Puerto Rico;9.433
01/01/2020;R5;Internal Labor;USA;274.832
01/01/2020;R5;Other;Puerto Rico;30
01/01/2020;R5;Other;USA;4.759
01/01/2020;R5;Recognition;USA;9
01/01/2020;R5;Software;USA;3.397
01/01/2020;R5;Software Maintenance;USA;84.221
01/01/2020;R5;Supplies;USA;293
01/01/2020;R5;Taxes;USA;3.003
01/01/2020;R5;Telecomm;USA;6
01/01/2020;R5;Training;USA;63
01/01/2020;R5;Travel;USA;1.125
01/01/2020;R5;Vehicles;Puerto Rico;268
01/01/2020;Security & Risk Management;Employee Performance;USA;5
01/01/2020;Security & Risk Management;Hardware;USA;35
01/01/2020;Security & Risk Management;Internal Labor;USA;58.877
01/01/2020;Security & Risk Management;Other;USA;57
01/01/2020;Security & Risk Management;Supplies;USA;38
01/01/2020;Security & Risk Management;Taxes;USA;25
01/01/2020;Security & Risk Management;Travel;USA;155
01/01/2020;Six Sigma;Employee Performance;USA;16
01/01/2020;Six Sigma;Internal Labor;USA;36.627
01/01/2020;Six Sigma;Travel;USA;4.624
01/01/2020;SSO;Amortization;USA;316
01/01/2020;SSO;Depreciation;USA;2.083
01/01/2020;SSO;Employee Performance;USA;21
01/01/2020;SSO;External Labor;USA;71.846
01/01/2020;SSO;Hardware;USA;14
01/01/2020;SSO;Internal Labor;USA;82.088
01/01/2020;SSO;Recognition;USA;66
01/01/2020;SSO;Software;USA;16.066
01/01/2020;SSO;Software Maintenance;USA;21.868
01/01/2020;SSO;Supplies;USA;185
01/01/2020;SSO;Taxes;USA;57
01/01/2020;SSO;Training;USA;53
01/01/2020;SSO;Travel;USA;16
01/01/2020;Vendor Management;Depreciation;USA;117
01/01/2020;Vendor Management;Employee Performance;USA;20
01/01/2020;Vendor Management;External Labor;USA;7.343
01/01/2020;Vendor Management;Hardware;USA;138
01/01/2020;Vendor Management;Internal Labor;USA;165.183
01/01/2020;Vendor Management;Other;USA;7.725
01/01/2020;Vendor Management;Supplies;USA;14
01/01/2020;Vendor Management;Taxes;USA;16
01/01/2020;Vendor Management;Training;USA;492
01/01/2020;Vendor Management;Travel;USA;7
